pid	text	labels
240.png	my wife asked me where i'd like to be buried apparently, "balls deep in your sister" wasn't the answer she was expecting	my wife asked me where i'd like to be buried {apparently, {"balls {deep {in {your {sister" {wasn't {the {answer {she {was {expecting
241.jpg	dear boys,let's confuse girls Ishika singh ishu cycle ka set cover	dear boys,let's confuse girls Ishika singh ishu {cycle {ka {set {cover
242.png	how you like me now ?	{how {you {like {me {now ?
244.png	stop editing your pics. what if you go missing? how are we gonna find you if you look like barbie on fb and chupacabra in real life?	stop editing your pics. what if you go missing? {how {are {we {gonna {find {you {if {you {look {like {barbie {on {fb {and {chupacabra {in {real {life?
246.png	this is what rich white trash looks like and it's time to take out the trash!	this is what rich white trash looks like and {it's {time {to {take {out {the {trash!
248.png	when you have to take another picture for mom	{when {you {have {to {take {another {picture {for {mom
250.png	what does your wife and a hand grenade have in common text the ring and your house is gone	what does your wife and a hand grenade have in common {remove {the {{ring {and {your {house {is {gone
251.jpg	Me,My Girlfriend and her Bestie one day	{Me,{My {Girlfriend {and {her {Bestie {one {day
252.png	texts polish with chemicals nobody bats an eye texts polish with chemicals everyrody loses his shit	texts polish with chemicals nobody bats an eye texts polish with chemicals everyrody loses his shit
253.jpg	When you look at someone's phone and their wallpaper is a picture of themselves	When you look at someone's phone and {their {wallpaper {is {a {picture {of {themselves
254.png	we need to be like new zealand new zealand banned rifles, then move to new zealand bitch	we need to be like new zealand new zealand banned rifles, {then {move {to {new {zealand {bitch
255.jpg	me:*Laughs a lil*Life:Jyada ho raha hai	me:*Laughs a lil*Life:{Jyada {ho {raha {hai
257.jpg	most embarrassing sex moment?our grandma walked in OUR?	most embarrassing sex moment?{our {grandma {walked {in {OUR?
260.png	your black neighbor after you called the cops	{your {black {neighbor {after {you {called {the {cops
261.jpg	ultron is easily the best villain in the MCU,my man spent 5 minutes on the internet and decided the human race needed to go I couldn't agree more	ultron is easily the best villain in the MCU,my man spent 5 minutes on the internet and decided the human race needed to go {I {couldn't {agree {more
262.png	so you listen to rap music but you're offended by "baby it's cold outside"	so you listen to rap music but {you're {offended {by {"baby {it's {cold {outside"
264.png	proof you don't have to fly a plane into a building to destroy a nation!	proof you {don't {have {to {fly {a {plane {into {a {building {to {destroy {a {nation!
265.jpg	Oh so I guess now I have to spread my legs. Why? Don't you have a vase?	Oh so I guess now I have to spread my legs. {Why? {Don't {you {have {a {vase?
266.png	trump donated his salary to alcoholism research i see it as a personal attack	trump donated his salary to alcoholism research {i {see {it {as {a {personal {attack
267.jpg	Relationship goals	Relationship goals
268.png	driver: "what am i supposed to do with this speeding ticket?" .co " officer: "keep it, when you collect four of them, you get a bicycle."	driver: "what am i supposed to do with this speeding ticket?" .co " officer: {"keep {it, {when {you {collect {four {of {them, {you {get {a {bicycle."
270.png	they still think i'm not a muslim they still think i'm a chick	they still think i'm not a muslim {they {still {think {i'm {a {chick
272.png	don't forget guys may is buy your wife a new gun month	don't forget guys {may {is {buy {your {wife {a {new {gun {month
273.jpg	introverts preping up to make a phone call	introverts {preping {up {to {make {a {phone {call
275.jpg	seedhi lagegi	{seedhi {lagegi
276.png	when the employee asks what bra size you wear	when the employee asks {what {bra {size {you {wear
277.jpg	when it's too hot rich people me	when it's too hot rich people {me
278.png	oh, you're tired of my anti-trump posts? why don't you pray for me to stop?	oh, you're tired of my anti-trump posts? {why {don't {you {pray {for {me {to {stop?
279.jpg	survival tip: if you're ever trapped on a deserted island start talking about politics and someone will show up to argue with you	survival tip: if you're ever trapped on a deserted island {start {talking {about {politics {and {someone {will {show {up {to {argue {with {you
280.png	i dont always make sandwiches because im not a woman	i dont always make sandwiches because {im {not {a {woman
282.png	a head diaper is required when you have shit for brains	a head diaper is required {when {you {have {shit {for {brains
283.jpg	रोटी वापस नहीं आनी चाहिए तेरी	à¤°à¥‹à¤Ÿà¥€ à¤µà¤¾à¤ªà¤¸ à¤¨à¤¹à¥€à¤‚ à¤†à¤¨à¥€ à¤šà¤¾à¤¹à¤¿à¤ à¤¤à¥‡à¤°à¥€   
284.png	i don't always have sweaty balls but when i do, they're wetter than a tiajuana hooker during spring break and smell like a zombie's vagina	i don't always have sweaty balls but {when {i {do, {they're {wetter {than {a {tiajuana {hooker {during {spring {break {and {smell {like {a {zombie's {vagina
285.jpg	सुशांत प्रकरण ......अर्नब प्रकरणनतर.. केंद्रीय तापस यंत्रणा.....अगदी सुण्या मिनटआत पहुचतो	à¤¸à¥à¤¶à¤¾à¤‚à¤¤ à¤ªà¥à¤°à¤•à¤°à¤£ ......à¤…à¤°à¥à¤¨à¤¬ à¤ªà¥à¤°à¤•à¤°à¤£à¤¨à¤¤à¤°.. à¤•à¥‡à¤‚à¤¦à¥à¤°à¥€à¤¯ à¤¤à¤¾à¤ªà¤¸ à¤¯à¤‚à¤¤à¥à¤°à¤£à¤¾.....à¤…à¤—à¤¦à¥€ à¤¸à¥à¤£à¥à¤¯à¤¾ à¤®à¤¿à¤¨à¤Ÿà¤†à¤¤ à¤ªà¤¹à¥à¤šà¤¤à¥‹
286.png	hey i just met you and this is crazy, but here's my number i'll gas your baby	hey i just met you and this is crazy, but {here's {my {number {i'll {gas {your {baby
287.jpg	Thoughts?#INDvENG Hit the ground harder than the bloke he punched outside that bar.	Thoughts?#INDvENG {Hit {the {ground {harder {than {the {bloke {he {punched {outside {that {bar.
288.png	smell that? thats why we have to use condoms	smell that? {thats {why {we {have {to {use {condoms
289.jpg	don't cry it's just a show: the show:	don't cry it's just a show: {the {show:
290.png	when they laugh at your 9cm but you haven't even reached puberty yet	when they laugh at your 9cm but {you {haven't {even {reached {puberty {yet
292.png	girl: how do you eat pussy? me: like a retard tasting ice cream for the first time	girl: how do you eat pussy? {me: {like {a {retard {tasting {ice {cream {for {the {first {time
293.jpg	Mention your three friends	{Mention {your {three {friends
294.png	when asked what i did over the weekend i reply, "why, what did you hear	when asked what i did over the weekend i reply, {"why, {what {did {you {hear
295.jpg	ASHLEEL HAI YE LAUNDA? CAN YOU HANDLE A 10 INCH? Just honestbee and chill.	ASHLEEL HAI YE LAUNDA? {CAN {YOU {HANDLE {A {10 {INCH? {Just {honestbee {and {chill.
296.png	that look when you find out your husband isn't coming home from the mosque	that look when you find out {your {husband {isn't {coming {home {from {the {mosque
297.jpg	Damn U fine shordy what's ya pronouns she/her How about you turn in My/Girl	Damn U fine shordy what's ya pronouns {she/her {How {about {you {turn {in {My/Girl
298.png	texts polish with chemicals nobody bats an eye texts polish with chemicals everybody loses his shit	texts polish with chemicals nobody bats an eye {removes {polish {with {chemicals {everybody {loses {his {shit
299.jpg	students modi ji disliking video banning PUBG SCOOPWHOOP.com	students modi ji disliking video {banning {PUBG SCOOPWHOOP.com
300.png	when your trying explain why you were out last night with the boys . "look honey"	when your trying explain {why {you {were {out {last {night {with {the {boys . {"look honey"
302.png	man committing genocide armed with nuclear weapons, gunboats, helicopter gunships, tanks, bombers, bulldozers, drones and as many arms as he can buy with the $4 billion per year america gives him.. plays the victim	man committing genocide armed with nuclear weapons, gunboats, helicopter gunships, tanks, bombers, bulldozers, drones and as many arms as he can buy with the $4 billion per year america gives him.. {plays {the {victim
303.jpg	office meating are useless SCOOPWHOOP.com	{office {meating {are {useless SCOOPWHOOP.com
304.png	abdul, you moron! i said "bag the oat and wheat"! not "shag the goat meat"!	abdul, you moron! i said "bag the oat and wheat"! {not {"shag the goat meat"!
305.jpg	where kids cried where adults cried where everyone cried physics paper SCOOPWHOOP.com	where kids cried where adults cried {where {everyone {cried {physics {paper SCOOPWHOOP.com
307.jpg	Main MC hoon jo plane mein aaya SCOOPWHOOP.com	Main MC hoon jo plane mein aaya SCOOPWHOOP.com
308.png	when you're trying to listen to the teacher in your school and the foreign exchange student keeps on crying	when you're trying to listen to the teacher in your school and the {foreign {exchange {student {keeps {on {crying
309.jpg	*respecting children's privacy* indian parents: we don’t do that here	*respecting children's privacy* {indian {parents: {we {donâ€™t {do {that {here
310.png	you rape em we scrape em no fetus can defetus	you rape em we scrape em {no {fetus {can {defetus
311.jpg	people complaining about their relationships me who's never been in a relationship	people complaining about their relationships me {who's {never {been {in {a {relationship
312.png	"never forget" - you said. i am the proof you have forgotten	"never forget" - you said. {i {am {the {proof {you {have {forgotten
314.png	hitler nonchalantly killing millions of jews with no remorse	hitler nonchalantly {killing millions of jews {with {no {remorse
315.jpg	Delhi Vs Punjab   CSK Vs MI	{Delhi {Vs {Punjab   {CSK {Vs {MI
317.jpg	Deva 15 April ko lockdown khatam ho jayega na	{Deva {15 {April {ko {lockdown {khatam {ho {jayega {na
318.png	their average iq is about 70-80, few points above being retarded	their average iq is about 70-80, {few {points {above {being {retarded
319.jpg	Ek hote hai Apradhi Ek hote hain Aatankwadi Ek hote hai jo Thande haath lagane ke baad Bolte hain,, Bhai thandi lag rahe hai kya	Ek hote hai Apradhi Ek hote hain Aatankwadi Ek hote hai jo Thande haath lagane ke baad Bolte hain,, {Bhai {thandi {lag {rahe {hai {kya
320.png	that look you give when you got your fix but not your kids	that look you give when you got your fix {but {not {your {kids
321.jpg	Mummy kya me beautiful dikhti hun?Apne BF se puch le..BF nehi hai Toh khud hi samaj ja ab!!	Mummy kya me beautiful dikhti hun?Apne BF se puch le..{BF {nehi {hai {Toh {khud {hi {samaj {ja {ab!!
322.png	muslim in congress 2019 muslims in 2001	{muslim {in {congress {2019 muslims in 2001
326.png	when the school shooter finally leaves and the hottest girl in class is laying dead on the floor it's free real estate	when the school shooter finally leaves and the hottest girl in class is laying dead on the floor {it's {free {real {estate
327.jpg	Lockdown Khatam Hone Ke Baad Aap Utne Hi Safe Hai Jitna Mithun Da Cycle Ke Piche Dushman Ki Goli Se	Lockdown Khatam Hone Ke Baad Aap Utne Hi Safe Hai Jitna Mithun Da Cycle Ke Piche Dushman Ki Goli Se
328.png	dogs are cute, great compantions, and can be taught to obey and protect. a better option than a gun	dogs are cute, great compantions, and can be taught to obey and protect. {a {better {option {than {a {gun
329.jpg	Neha Kakkar Ki Acting Karo	{Neha {Kakkar {Ki {Acting {Karo
330.png	when you and ya classmate are hiding from the school shooter, but you wanna die so you sneeze to get his attention hehehehehe my bad guys	when you and ya classmate are hiding from the school shooter, but you wanna die so you sneeze to get his attention {hehehehehe {my {bad {guys
331.jpg	Chakka Chakka Lite	Chakka {Chakka {Lite
332.png	a gorilla dreaming that she was kim burrell	{a {gorilla {dreaming {that {she {was { kim {burrell
334.png	when you realize that "ginger" is just the n-word, rearranged	when you realize that {"ginger" {is {just {the {n-{word, {rearranged
335.jpg	Putin: Do you know Siberia? Guy: no  Putin:you will if you kick the chair one more time	Putin: Do you know Siberia? Guy: no  {Putin:{you {will {if {you {kick {the {chair {one {more {time
